user_id,fraud_score,risk_group,TransactionAmt,service_assignment
9633_130.0_185.0_138.0_visa_debit_nan_nan_hotmail.com_hotmail.com_505835.0_0.0_0.0_Found_nan_chrome 66.0 for android_SM-J700M Build/LMY48B,0.006182419,Bajo riesgo,16.784,Paquete de Servicios completo
16075_514.0_150.0_102.0_mastercard_credit_315.0_nan_comcast.net_yahoo.com_95495.0_0.0_0.0_New_Windows 10_chrome 63.0_Windows,0.0006743216,Bajo riesgo,150.0,Paquete de Servicios completo
4778_111.0_150.0_144.0_visa_credit_324.0_nan_anonymous.com_anonymous.com_57242.0_0.0_-25.0_Found_Windows 7_firefox 57.0_Windows,0.00024688026,Bajo riesgo,50.0,Paquete de Servicios completo
16814_463.0_144.0_137.0_visa_credit_536.0_nan_anonymous.com_hotmail.com_30922.0_12.0_-6.0_Found_Windows 7_chrome 64.0_Windows,0.030436093,Bajo riesgo,200.0,Paquete de Servicios completo
9294_555.0_185.0_195.0_visa_debit_nan_nan_outlook.com_outlook.com_211226.0_0.0_0.0_New_nan_firefox 57.0_Windows,0.009368396,Bajo riesgo,186.275,Paquete de Servicios completo
8466_399.0_150.0_119.0_american express_credit_299.0_nan_anonymous.com_gmail.com_24032.0_0.0_0.0_Found_Windows 10_chrome 63.0_Windows,0.0006249776,Bajo riesgo,50.0,Paquete de Servicios completo
15885_545.0_185.0_138.0_visa_debit_nan_nan_gmail.com_gmail.com_315794.0_0.0_0.0_Found_nan_chrome 66.0 for android_LG-X180g Build/LMY47I,0.03036171,Bajo riesgo,2.784,Paquete de Servicios completo
6745_555.0_150.0_228.0_visa_credit_441.0_nan_anonymous.com_anonymous.com_124171.0_3.0_0.0_Found_Windows 7_chrome 63.0_Windows,0.0005890471,Bajo riesgo,900.0,Paquete de Servicios completo
4461_375.0_185.0_224.0_mastercard_debit_nan_nan_hotmail.com_hotmail.com_63547.0_-5.0_-6.0_Found_nan_chrome 63.0_Windows,0.0011137993,Bajo riesgo,22.212,Paquete de Servicios completo
17400_174.0_150.0_226.0_visa_debit_123.0_nan_sbcglobal.net_yahoo.com_76390.0_0.0_0.0_Found_Windows 10_chrome 63.0_Windows,0.0009315228,Bajo riesgo,50.0,Paquete de Servicios completo
5057_390.0_150.0_224.0_mastercard_debit_330.0_nan_anonymous.com_anonymous.com_49419.0_0.0_0.0_Found_Windows 10_chrome 63.0_Windows,0.000620336,Bajo riesgo,200.0,Paquete de Servicios completo
6335_111.0_150.0_162.0_visa_credit_441.0_nan_anonymous.com_yahoo.com_209541.0_0.0_0.0_Found_Mac OS X 10_10_5_safari generic_MacOS,0.00079089217,Bajo riesgo,350.0,Paquete de Servicios completo
14849_111.0_150.0_226.0_visa_debit_441.0_nan_gmail.com_anonymous.com_80315.0_1.0_0.0_New_Windows 10_edge 16.0_Windows,0.00014242071,Bajo riesgo,75.0,Paquete de Servicios completo
15885_545.0_185.0_138.0_visa_debit_nan_nan_gmail.com_gmail.com_234526.0_0.0_0.0_Found_nan_chrome 64.0 for android_SM-A520F Build/NRD90M,0.0051900973,Bajo riesgo,18.066,Paquete de Servicios completo
2782_543.0_150.0_117.0_mastercard_debit_327.0_nan_gmail.com_yahoo.com_185437.0_0.0_0.0_New_Windows 10_firefox 57.0_Windows,0.07444584,Bajo riesgo,150.0,Paquete de Servicios completo
3900_123.0_144.0_147.0_visa_credit_536.0_nan_gmail.com_gmail.com_141690.0_0.0_0.0_New_Android 7.1.1_chrome 63.0 for android_Moto,0.0032758398,Bajo riesgo,100.0,Paquete de Servicios completo
7585_553.0_150.0_226.0_visa_credit_330.0_nan_gmail.com_gmail.com_33289.0_0.0_0.0_Found_Windows 10_ie 11.0 for tablet_Trident/7.0,0.0001669206,Bajo riesgo,200.0,Paquete de Servicios completo
9633_296.0_185.0_138.0_visa_debit_nan_nan_yahoo.com_yahoo.com_182536.0_1.0_0.0_New_nan_chrome 63.0_Windows,0.001085632,Bajo riesgo,21.804,Paquete de Servicios completo
10960_567.0_150.0_117.0_mastercard_debit_441.0_nan_att.net_att.net_63518.0_0.0_0.0_Found_Windows 10_edge 15.0_Windows,7.5691896e-05,Bajo riesgo,50.0,Paquete de Servicios completo
16659_170.0_150.0_226.0_visa_credit_181.0_nan_charter.net_charter.net_38052.0_3.0_-3.0_Found_Windows 7_chrome 62.0_Windows,0.062470064,Bajo riesgo,200.0,Paquete de Servicios completo
6019_583.0_150.0_226.0_visa_credit_184.0_nan_anonymous.com_anonymous.com_89973.0_1.0_-13.0_New_iOS 11.2.1_mobile safari 11.0_iOS Device,0.004203012,Bajo riesgo,1000.0,Paquete de Servicios completo
18227_583.0_150.0_226.0_visa_credit_299.0_nan_aol.com_aol.com_38371.0_0.0_0.0_New_iOS 11.2.1_mobile safari 11.0_iOS Device,0.00041987337,Bajo riesgo,75.0,Paquete de Servicios completo
15885_545.0_185.0_138.0_visa_debit_nan_nan_anonymous.com_anonymous.com_202551.0_5.0_-8.0_New_nan_firefox 59.0_Windows,0.010309196,Bajo riesgo,33.445,Paquete de Servicios completo
6335_111.0_150.0_162.0_visa_credit_327.0_nan_gmail.com_gmail.com_178956.0_0.0_0.0_Found_Mac OS X 10_12_6_chrome 63.0_MacOS,0.0042969817,Bajo riesgo,100.0,Paquete de Servicios completo
10086_500.0_185.0_224.0_mastercard_credit_nan_nan_hotmail.com_hotmail.com_149222.0_0.0_0.0_Found_nan_chrome 60.0_Windows,0.0059841606,Bajo riesgo,31.109,Paquete de Servicios completo
15885_545.0_185.0_138.0_visa_debit_nan_nan_hotmail.com_hotmail.com_270102.0_0.0_0.0_New_nan_chrome 61.0 for android_ALE-L23 Build/HuaweiALE-L23,0.0006338173,Bajo riesgo,27.915,Paquete de Servicios completo
6741_583.0_150.0_195.0_visa_credit_177.0_nan_yahoo.com_gmail.com_84164.0_0.0_0.0_New_iOS 11.2.5_mobile safari generic_iOS Device,0.00010543198,Bajo riesgo,50.0,Paquete de Servicios completo
4461_375.0_185.0_224.0_mastercard_debit_nan_nan_outlook.com_outlook.com_326263.0_0.0_0.0_Found_nan_chrome 64.0 for android_SM-J700M Build/MMB29K,0.003051738,Bajo riesgo,24.651,Paquete de Servicios completo
10023_111.0_150.0_226.0_visa_debit_325.0_nan_hotmail.com_gmail.com_58606.0_0.0_0.0_Found_iOS 11.3.0_mobile safari generic_iOS Device,0.006704905,Bajo riesgo,75.0,Paquete de Servicios completo
2332_399.0_150.0_150.0_american express_credit_325.0_nan_hotmail.com_hotmail.com_58807.0_1.0_-9.0_New_Windows 10_chrome 63.0_Windows,0.9419666,Fraude,75.0,Sin Paquete de Servicios
16659_170.0_150.0_226.0_visa_credit_204.0_nan_anonymous.com_anonymous.com_38872.0_0.0_0.0_Found_Windows 7_chrome 63.0_Windows,0.0051004956,Bajo riesgo,100.0,Paquete de Servicios completo
4538_111.0_150.0_129.0_mastercard_credit_337.0_nan_anonymous.com_anonymous.com_262782.0_0.0_0.0_New_Windows 7_chrome 65.0_Windows,0.0026804018,Bajo riesgo,200.0,Paquete de Servicios completo
5705_187.0_144.0_137.0_visa_credit_nan_nan_gmail.com_gmail.com_118482.0_0.0_0.0_New_nan_chrome 65.0 for android_SM-G920W8,0.014042564,Bajo riesgo,7.993,Paquete de Servicios completo
13149_161.0_150.0_219.0_mastercard_credit_181.0_nan_yahoo.com_yahoo.com_106927.0_0.0_0.0_New_Windows 10_edge 16.0_Windows,0.0009897551,Bajo riesgo,50.0,Paquete de Servicios completo
15521_321.0_150.0_226.0_visa_debit_441.0_nan_gmail.com_gmail.com_76953.0_3.0_-2.0_New_Windows 7_ie 11.0 for desktop_Trident/7.0,0.00015425008,Bajo riesgo,100.0,Paquete de Servicios completo
12695_490.0_150.0_226.0_visa_debit_325.0_nan_aol.com_yahoo.com_96564.0_0.0_-1.0_New_iOS 11.1.2_mobile safari generic_iOS Device,0.001285131,Bajo riesgo,75.0,Paquete de Servicios completo
9350_111.0_150.0_162.0_visa_credit_299.0_nan_gmail.com_gmail.com_87868.0_0.0_0.0_Found_Windows 10_chrome 64.0_Windows,0.00015606923,Bajo riesgo,125.0,Paquete de Servicios completo
16136_204.0_185.0_138.0_visa_debit_nan_nan_gmail.com_gmail.com_439157.0_2.0_-29.0_New_nan_chrome 63.0 for android_HUAWEI CUN-L03 Build/HUAWEICUN-L03,3.148996e-05,Bajo riesgo,22.809,Paquete de Servicios completo
5583_103.0_185.0_226.0_visa_credit_nan_nan_gmail.com_gmail.com_405911.0_0.0_0.0_Found_nan_chrome generic_Moto E (4) Build/NMA26.42-69,0.0013702015,Bajo riesgo,88.162,Paquete de Servicios completo
6441_337.0_150.0_226.0_visa_credit_330.0_nan_yahoo.com_yahoo.com_74553.0_0.0_-6.0_Found_Android 7.0_chrome 63.0 for android_SM-G930P Build/NRD90M,1.0646246e-05,Bajo riesgo,50.0,Paquete de Servicios completo
12577_268.0_150.0_166.0_visa_debit_204.0_nan_yahoo.com_yahoo.com_164586.0_3.0_-11.0_New_iOS 11.2.1_mobile safari generic_iOS Device,0.051709704,Bajo riesgo,100.0,Paquete de Servicios completo
13844_583.0_150.0_226.0_visa_credit_126.0_nan_yahoo.com_anonymous.com_92345.0_9.0_-48.0_New_iOS 10.3.2_mobile safari 10.0_iOS Device,0.00015646305,Bajo riesgo,150.0,Paquete de Servicios completo
6019_583.0_150.0_226.0_visa_credit_472.0_nan_gmail.com_gmail.com_85050.0_0.0_0.0_New_iOS 11.1.1_mobile safari generic_iOS Device,0.00087288517,Bajo riesgo,50.0,Paquete de Servicios completo
15885_545.0_185.0_138.0_visa_debit_nan_nan_live.com.mx_live.com.mx_937242.0_0.0_0.0_New_nan_chrome 65.0 for android_Moto Z2 Play Build/NPSS26.118-19-14,0.00093840214,Bajo riesgo,12.665,Paquete de Servicios completo
6951_111.0_150.0_226.0_visa_debit_441.0_nan_gmail.com_anonymous.com_389374.0_3.0_-35.0_New_iOS_mobile safari 10.0_iOS Device,0.0019566994,Bajo riesgo,100.0,Paquete de Servicios completo
15885_545.0_185.0_138.0_visa_debit_nan_nan_gmail.com_gmail.com_81283.0_0.0_0.0_New_nan_chrome 63.0_Windows,0.0037306887,Bajo riesgo,33.534,Paquete de Servicios completo
9633_130.0_185.0_138.0_visa_debit_nan_nan_yahoo.com.mx_yahoo.com.mx_115092.0_0.0_0.0_Found_nan_chrome 64.0_Windows,0.003594149,Bajo riesgo,41.025,Paquete de Servicios completo
3154_408.0_185.0_224.0_mastercard_debit_nan_nan_outlook.com_outlook.com_124917.0_0.0_0.0_Found_nan_chrome 63.0_Windows,0.009887648,Bajo riesgo,31.54,Paquete de Servicios completo
8260_399.0_150.0_150.0_american express_credit_387.0_nan_anonymous.com_anonymous.com_131722.0_24.0_-29.0_New_iOS_mobile safari 9.0_iOS Device,5.666596e-05,Bajo riesgo,100.0,Paquete de Servicios completo
16346_324.0_185.0_226.0_visa_credit_nan_nan_gmail.com_gmail.com_729118.0_0.0_-11.0_New_nan_chrome generic_Z813 Build/LMY47O,0.5174732,Riesgo medio,16.434,Paquete de Servicios medio
10568_204.0_185.0_226.0_visa_credit_nan_nan_gmail.com_gmail.com_88768.0_0.0_0.0_Found_nan_chrome 63.0_Windows,0.006678769,Bajo riesgo,67.162,Paquete de Servicios completo
17188_321.0_150.0_226.0_visa_debit_299.0_nan_gmail.com_gmail.com_115973.0_3.0_0.0_New_Android 7.1.1_chrome 62.0 for android_XT1635-01 Build/NDNS26.118-23-12-3,0.0026646191,Bajo riesgo,100.0,Paquete de Servicios completo
15885_545.0_185.0_138.0_visa_debit_nan_nan_hotmail.com_hotmail.com_222445.0_0.0_0.0_Found_nan_chrome 63.0_Windows,0.00064028736,Bajo riesgo,32.264,Paquete de Servicios completo
13832_375.0_185.0_224.0_mastercard_debit_nan_nan_hotmail.com_hotmail.com_796074.0_0.0_0.0_Found_nan_chrome 64.0 for android_SM-J700M Build/LMY48B,0.9814818,Fraude,29.122,Sin Paquete de Servicios
7585_553.0_150.0_226.0_visa_credit_315.0_nan_anonymous.com_gmail.com_26631.0_3.0_-32.0_Found_Windows 10_chrome 63.0_Windows,0.80227166,Riesgo alto,200.0,Paquete de Servicios simple
15021_344.0_150.0_224.0_mastercard_debit_337.0_nan_hotmail.com_hotmail.com_9584.0_-1.0_-10.0_Found_Windows 10_chrome 63.0_Windows,0.094018005,Bajo riesgo,25.0,Paquete de Servicios completo
15063_514.0_150.0_226.0_visa_credit_330.0_nan_comcast.net_comcast.net_135886.0_0.0_0.0_Found_Windows 10_firefox 57.0_Windows,0.0001672271,Bajo riesgo,100.0,Paquete de Servicios completo
15885_545.0_185.0_138.0_visa_debit_nan_nan_hotmail.com_hotmail.com_166925.0_0.0_0.0_Found_nan_chrome 56.0 for android_SM-G920T1,0.0005067581,Bajo riesgo,13.059,Paquete de Servicios completo
16746_500.0_185.0_102.0_mastercard_credit_nan_nan_gmail.com_gmail.com_128531.0_0.0_-6.0_New_nan_chrome 63.0 for android_F3213 Build/36.1.A.1.86,0.064092025,Bajo riesgo,76.023,Paquete de Servicios completo
17545_555.0_150.0_226.0_visa_debit_485.0_nan_hotmail.com_yahoo.com_75988.0_0.0_0.0_New_iOS 11.2.6_mobile safari generic_iOS Device,0.0022542858,Bajo riesgo,25.0,Paquete de Servicios completo
12944_349.0_117.0_226.0_visa_debit_nan_nan_gmail.com_gmail.com_49494.0_0.0_0.0_Found_nan_chrome 65.0_Windows,0.00515263,Bajo riesgo,93.349,Paquete de Servicios completo
5812_408.0_185.0_224.0_mastercard_debit_nan_nan_hotmail.com_hotmail.com_172312.0_0.0_0.0_New_nan_ie 11.0 for desktop_Trident/7.0,0.0012934764,Bajo riesgo,90.086,Paquete de Servicios completo
6019_583.0_150.0_226.0_visa_credit_299.0_nan_comcast.net_gmail.com_659580.0_0.0_-1.0_Found_iOS 10.3.2_mobile safari 10.0_iOS Device,0.0011573529,Bajo riesgo,100.0,Paquete de Servicios completo
6019_583.0_150.0_226.0_visa_credit_184.0_nan_verizon.net_verizon.net_142373.0_0.0_0.0_Found_Mac OS X 10_9_5_chrome 63.0_MacOS,7.173955e-05,Bajo riesgo,150.0,Paquete de Servicios completo
15885_545.0_185.0_138.0_visa_debit_258.0_nan_gmail.com_gmail.com_165149.0_0.0_-9.0_Found_nan_chrome 62.0 for android_D5803 Build/23.5.A.1.291,0.0039071627,Bajo riesgo,101.143,Paquete de Servicios completo
14715_399.0_150.0_146.0_american express_credit_181.0_nan_gmail.com_anonymous.com_256369.0_12.0_-37.0_Found_Windows 8.1_ie 11.0 for desktop_Trident/7.0,1.8484444e-06,Bajo riesgo,750.0,Paquete de Servicios completo
4461_375.0_185.0_224.0_mastercard_debit_nan_nan_hotmail.com_hotmail.com_213077.0_0.0_0.0_Found_nan_chrome 63.0 for android_SM-G531H Build/LMY48B,0.00090442604,Bajo riesgo,11.601,Paquete de Servicios completo
7892_583.0_150.0_226.0_visa_credit_181.0_nan_gmail.com_gmail.com_105933.0_0.0_0.0_Found_Windows 7_ie 11.0 for desktop_Trident/7.0,5.5054457e-05,Bajo riesgo,100.0,Paquete de Servicios completo
12958_399.0_150.0_198.0_american express_credit_204.0_nan_aol.com_aol.com_60986.0_3.0_-4.0_Found_Windows 7_chrome 65.0_Windows,0.00050100015,Bajo riesgo,200.0,Paquete de Servicios completo
4461_375.0_185.0_224.0_mastercard_debit_nan_nan_hotmail.com_hotmail.com_121334.0_0.0_-6.0_New_nan_chrome 66.0_Windows,0.00021774591,Bajo riesgo,7.931,Paquete de Servicios completo
1893_514.0_150.0_224.0_mastercard_credit_330.0_nan_gmail.com_gmail.com_136796.0_10.0_-23.0_New_Android 7.0_chrome 63.0 for android_SM-G950U Build/NRD90M,0.02420588,Bajo riesgo,100.0,Paquete de Servicios completo
13832_375.0_185.0_224.0_mastercard_debit_nan_nan_gmail.com_gmail.com_314208.0_0.0_0.0_New_nan_chrome 64.0 for android_F3213 Build/36.1.A.1.86,0.004120132,Bajo riesgo,41.871,Paquete de Servicios completo
8009_111.0_150.0_226.0_visa_credit_315.0_nan_live.com_anonymous.com_76695.0_0.0_0.0_New_Mac OS X 10_13_2_chrome 63.0_MacOS,0.0002206945,Bajo riesgo,200.0,Paquete de Servicios completo
16659_170.0_150.0_226.0_visa_credit_310.0_nan_gmail.com_gmail.com_11639.0_0.0_-1.0_Found_Windows 10_firefox 57.0_Windows,0.0010431366,Bajo riesgo,100.0,Paquete de Servicios completo
10737_399.0_150.0_118.0_american express_credit_272.0_nan_gmail.com_mac.com_92198.0_0.0_0.0_New_Mac OS X 10_11_6_safari generic_MacOS,2.3902961e-05,Bajo riesgo,100.0,Paquete de Servicios completo
18268_583.0_150.0_226.0_visa_credit_441.0_nan_anonymous.com_anonymous.com_94452.0_0.0_0.0_Found_iOS 11.1.2_chrome 63.0 for ios_iOS Device,0.008655443,Bajo riesgo,750.0,Paquete de Servicios completo
5291_442.0_150.0_226.0_visa_debit_204.0_nan_hotmail.com_hotmail.com_68086.0_1.0_0.0_New_Windows 7_chrome 63.0_Windows,0.72814757,Riesgo alto,75.0,Paquete de Servicios simple
4461_375.0_185.0_224.0_mastercard_debit_nan_nan_hotmail.com_hotmail.com_113758.0_0.0_0.0_New_nan_chrome 63.0_Windows,0.0021117458,Bajo riesgo,30.549,Paquete de Servicios completo
8946_556.0_150.0_137.0_mastercard_credit_264.0_nan_yahoo.com_gmail.com_105995.0_14.0_-31.0_New_iOS 11.2.2_mobile safari generic_iOS Device,0.00034795646,Bajo riesgo,50.0,Paquete de Servicios completo
11201_103.0_185.0_226.0_visa_debit_nan_nan_hotmail.com_hotmail.com_433886.0_6.0_0.0_Found_nan_chrome 63.0_Windows,0.009953682,Bajo riesgo,189.184,Paquete de Servicios completo
2333_183.0_150.0_226.0_visa_debit_177.0_nan_mail.com_gmail.com_210249.0_3.0_-33.0_New_iOS 11.2.5_mobile safari generic_iOS Device,0.6305187,Riesgo alto,275.0,Paquete de Servicios simple
17438_543.0_150.0_224.0_mastercard_debit_181.0_nan_yahoo.com_gmail.com_38810.0_0.0_0.0_Found_Windows 10_chrome 64.0_Windows,0.0068980963,Bajo riesgo,50.0,Paquete de Servicios completo
18227_583.0_150.0_226.0_visa_credit_387.0_nan_gmail.com_gmail.com_272906.0_0.0_0.0_Found_Windows 10_chrome 63.0_Windows,0.0021658817,Bajo riesgo,150.0,Paquete de Servicios completo
13832_375.0_185.0_224.0_mastercard_debit_nan_nan_yahoo.com_yahoo.com_329232.0_0.0_-24.0_Found_nan_chrome 63.0 for android_Moto G Play Build/MPIS24.241-15.3-7,0.002231421,Bajo riesgo,10.513,Paquete de Servicios completo
9393_399.0_150.0_150.0_american express_credit_184.0_nan_gmail.com_gmail.com_77300.0_4.0_0.0_New_Mac OS X 10_13_2_safari generic_MacOS,0.38447833,Riesgo medio,250.0,Paquete de Servicios medio
3213_459.0_185.0_226.0_visa_credit_nan_nan_hotmail.com_hotmail.com_150733.0_0.0_0.0_Found_nan_chrome 63.0_Windows,0.0025702703,Bajo riesgo,10.727,Paquete de Servicios completo
11201_103.0_185.0_226.0_visa_debit_nan_nan_gmail.com_gmail.com_392617.0_0.0_-13.0_Found_nan_samsung browser 6.4_SAMSUNG SM-G610M Build/MMB29K,0.0007499215,Bajo riesgo,34.368,Paquete de Servicios completo
2464_216.0_150.0_195.0_mastercard_credit_420.0_nan_anonymous.com_anonymous.com_58873.0_0.0_0.0_New_Mac OS X 10_12_6_safari generic_MacOS,0.00019902574,Bajo riesgo,200.0,Paquete de Servicios completo
9026_545.0_185.0_137.0_visa_credit_nan_nan_gmail.com_gmail.com_198802.0_2.0_0.0_New_nan_chrome 64.0 for android_Redmi Note 4 Build/NRD90M,0.78354573,Riesgo alto,51.538,Paquete de Servicios simple
2884_490.0_150.0_226.0_visa_debit_264.0_nan_gmail.com_gmail.com_77015.0_4.0_-21.0_New_iOS 11.2.1_mobile safari 11.0_iOS Device,6.256279e-05,Bajo riesgo,100.0,Paquete de Servicios completo
15885_545.0_185.0_138.0_visa_debit_nan_nan_gmail.com_gmail.com_567115.0_0.0_0.0_Found_nan_chrome generic_M4 SS4456 Build/LMY47V,0.13514237,Bajo riesgo,6.394,Paquete de Servicios completo
4504_500.0_185.0_219.0_mastercard_credit_130.0_nan_gmail.com_gmail.com_104294.0_0.0_0.0_Found_nan_chrome 63.0_Windows,0.98789513,Fraude,16.324,Sin Paquete de Servicios
9500_321.0_150.0_226.0_visa_debit_330.0_nan_gmail.com_yahoo.com_131220.0_10.0_-14.0_New_iOS 11.3.0_mobile safari generic_iOS Device,0.0015626113,Bajo riesgo,75.0,Paquete de Servicios completo
1767_543.0_150.0_224.0_mastercard_debit_264.0_nan_gmail.com_bellsouth.net_145462.0_0.0_0.0_Found_Windows 10_firefox 59.0_Windows,0.0007919178,Bajo riesgo,50.0,Paquete de Servicios completo
15885_545.0_185.0_138.0_visa_debit_nan_nan_hotmail.com_hotmail.com_301652.0_1.0_0.0_Found_nan_chrome 63.0_Windows,0.002676364,Bajo riesgo,136.422,Paquete de Servicios completo
4362_555.0_188.0_226.0_visa_credit_nan_nan_hotmail.com_hotmail.com_207425.0_0.0_0.0_Found_nan_opera 51.0_Windows,0.114786066,Bajo riesgo,150.083,Paquete de Servicios completo
6481_111.0_150.0_226.0_visa_debit_225.0_nan_gmail.com_cox.net_100687.0_0.0_0.0_New_Mac OS X 10_13_2_safari generic_MacOS,6.5378415e-05,Bajo riesgo,200.0,Paquete de Servicios completo
10057_225.0_150.0_224.0_mastercard_debit_327.0_nan_yahoo.com_yahoo.com_67081.0_0.0_0.0_New_Windows 10_edge 15.0_Windows,0.0002563132,Bajo riesgo,100.0,Paquete de Servicios completo
9633_296.0_185.0_138.0_visa_debit_nan_nan_gmail.com_gmail.com_84537.0_1.0_-9.0_Found_nan_chrome 62.0 for android_SM-J700M Build/MMB29K,0.045036137,Bajo riesgo,49.672,Paquete de Servicios completo
6019_583.0_150.0_226.0_visa_credit_220.0_nan_gmail.com_yahoo.com_137429.0_0.0_0.0_New_iOS 11.3.0_mobile safari 11.0_iOS Device,0.00022260836,Bajo riesgo,25.0,Paquete de Servicios completo
10313_258.0_150.0_226.0_visa_debit_469.0_nan_gmail.com_comcast.net_138271.0_0.0_0.0_Found_Windows 10_chrome 62.0_Windows,0.010201714,Bajo riesgo,50.0,Paquete de Servicios completo
6019_583.0_150.0_226.0_visa_credit_184.0_nan_gmail.com_gmail.com_108100.0_0.0_0.0_Found_Mac OS X 10_12_6_safari generic_MacOS,0.00065059826,Bajo riesgo,100.0,Paquete de Servicios completo
9175_111.0_150.0_226.0_visa_debit_441.0_nan_hotmail.com_yahoo.com_253267.0_0.0_0.0_Found_iOS 9.3.5_mobile safari 9.0_iOS Device,0.00020246641,Bajo riesgo,300.0,Paquete de Servicios completo
11839_490.0_150.0_226.0_visa_debit_469.0_nan_gmail.com_gmail.com_104063.0_3.0_-6.0_New_Windows 10_chrome 66.0_Windows,0.00067192974,Bajo riesgo,30.0,Paquete de Servicios completo
10086_500.0_185.0_224.0_mastercard_credit_nan_nan_hotmail.com_hotmail.com_141910.0_0.0_0.0_Found_nan_ie 11.0 for desktop_Trident/7.0,0.00075047236,Bajo riesgo,30.864,Paquete de Servicios completo
3154_408.0_185.0_224.0_mastercard_debit_nan_nan_gmail.com_gmail.com_230554.0_0.0_0.0_Found_nan_chrome 63.0 for android_Turbo C5 Build/LMY47I,0.0035277253,Bajo riesgo,21.933,Paquete de Servicios completo
6335_111.0_150.0_162.0_visa_credit_441.0_nan_gmail.com_gmail.com_652832.0_32.0_-100.0_New_iOS 11.2.5_mobile safari generic_iOS Device,0.00017544454,Bajo riesgo,60.0,Paquete de Servicios completo
7794_266.0_185.0_102.0_mastercard_credit_nan_nan_outlook.com_outlook.com_161337.0_5.0_-9.0_New_nan_Samsung/SM-G532M_SM-G532M Build/MMB29T,0.111036636,Bajo riesgo,101.792,Paquete de Servicios completo
5660_111.0_150.0_226.0_visa_debit_325.0_nan_icloud.com_aol.com_104999.0_0.0_0.0_New_iOS 11.2.1_mobile safari 11.0_iOS Device,0.009431027,Bajo riesgo,100.0,Paquete de Servicios completo
18266_555.0_138.0_226.0_visa_credit_nan_nan_gmail.com_gmail.com_280880.0_0.0_0.0_Found_nan_chrome 66.0 for android_SM-G930F Build/MMB29K,0.00033327402,Bajo riesgo,51.643,Paquete de Servicios completo
17632_216.0_150.0_226.0_visa_credit_143.0_nan_anonymous.com_anonymous.com_139461.0_0.0_0.0_Found_Windows 10_ie 11.0 for tablet_Trident/7.0,8.798986e-06,Bajo riesgo,100.0,Paquete de Servicios completo
1724_583.0_150.0_226.0_visa_credit_225.0_nan_aol.com_aol.com_74335.0_0.0_0.0_Found_Windows 10_chrome 63.0_Windows,0.0006339061,Bajo riesgo,25.0,Paquete de Servicios completo
1142_569.0_117.0_226.0_visa_debit_418.0_nan_gmail.com_live.com_402312.0_30.0_-6.0_Found_iOS 11.2.6_mobile safari generic_iOS Device,0.09431176,Bajo riesgo,150.0,Paquete de Servicios completo
16326_321.0_150.0_226.0_visa_credit_476.0_nan_comcast.net_anonymous.com_186925.0_5.0_-9.0_Found_Windows 10_edge 16.0_Windows,4.5549277e-06,Bajo riesgo,200.0,Paquete de Servicios completo
7585_553.0_150.0_226.0_visa_credit_299.0_nan_gmail.com_gmail.com_124605.0_0.0_0.0_Found_Windows 7_firefox 58.0_Windows,0.0007142839,Bajo riesgo,200.0,Paquete de Servicios completo
10247_580.0_106.0_226.0_visa_debit_nan_nan_anonymous.com_anonymous.com_101850.0_0.0_-9.0_New_nan_firefox 58.0_Windows,0.00022872357,Bajo riesgo,88.515,Paquete de Servicios completo
6019_583.0_150.0_226.0_visa_credit_299.0_nan_anonymous.com_anonymous.com_249695.0_11.0_-100.0_New_iOS 11.1.2_mobile safari generic_iOS Device,0.0075625824,Bajo riesgo,250.0,Paquete de Servicios completo
11566_555.0_150.0_226.0_visa_debit_226.0_nan_hotmail.com_hotmail.com_44537.0_0.0_0.0_New_iOS 11.2.6_mobile safari generic_iOS Device,0.014231869,Bajo riesgo,75.0,Paquete de Servicios completo
5812_408.0_185.0_224.0_mastercard_debit_nan_nan_anonymous.com_anonymous.com_59313.0_0.0_0.0_Found_nan_firefox 58.0_Windows,0.00018919227,Bajo riesgo,42.777,Paquete de Servicios completo
4461_375.0_185.0_224.0_mastercard_debit_nan_nan_gmail.com_gmail.com_288092.0_0.0_0.0_New_nan_chrome 63.0 for android_LG-K410 Build/LRX22G,0.00030367757,Bajo riesgo,18.656,Paquete de Servicios completo
15885_545.0_185.0_138.0_visa_debit_nan_nan_gmail.com_gmail.com_892283.0_0.0_0.0_New_nan_chrome generic for android_LIMIT,0.0035186282,Bajo riesgo,34.077,Paquete de Servicios completo
6741_583.0_150.0_195.0_visa_credit_299.0_nan_anonymous.com_anonymous.com_91354.0_0.0_0.0_New_Windows 10_chrome 62.0_Windows,0.00038333435,Bajo riesgo,400.0,Paquete de Servicios completo
14276_177.0_185.0_137.0_mastercard_credit_nan_nan_gmail.com_gmail.com_139917.0_0.0_0.0_New_nan_chrome 63.0_Windows,0.7432889,Riesgo alto,32.627,Paquete de Servicios simple
9500_321.0_150.0_226.0_visa_debit_204.0_nan_comcast.net_aol.com_207301.0_25.0_-51.0_Found_iOS_mobile safari 10.0_iOS Device,0.0059839934,Bajo riesgo,500.0,Paquete de Servicios completo
15885_545.0_185.0_138.0_visa_debit_nan_nan_gmail.com_gmail.com_241467.0_0.0_0.0_New_nan_chrome 66.0 for android_Moto G (4) Build/NPJ25.93-14.7,0.013067131,Bajo riesgo,52.258,Paquete de Servicios completo
